StationID,BenSampID,Collection Date,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Agnetina,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Baetisca,Bezzia,Boyeria,Brachycentrus,Caenis,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Ephemeroptera,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Leuctridae,Lumbriculidae,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pteronarcys,Rhithrogena,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Trichoptera,Tricladida
9-LRR012.30,LRR11657,10/22/2018,2018-10-22T11:20:00Z,1,,,,,,,1,,,,,,,,,,,3,,,2,,,76,15,27,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,4,,,,,,,1,,,,,1,8,,1,,1,,2,2,,,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,11,,
4ABDA004.14,BDA11695,10/23/2018,2018-10-23T12:15:00Z,1,16,,,,20,,,,,1,,,,,1,,,,,,,2,,12,2,33,,,1,,,1,,,,,1,,,,1,,,1,,,,,,,1,,6,,2,,4,,,,,,,,18,1,,,,,,,2,,,,1,,1,,,,,2,,,,4,,1,,,,1,,56,,1,,4,,4,,,
6ASAT000.26,SAT11346,10/23/2018,2018-10-23T10:45:00Z,1,9,,,,,,,,,1,2,,3,,11,,,,,4,,,,14,,26,,,1,,,,,,2,,,1,,,,,1,,1,,,,1,,,,12,,1,,7,,,,,,,,17,,1,3,,,,11,39,,,,,,,,,,1,,,,,,,5,,,,,,8,,3,,1,,,,,
4AFSF013.80,FSF11319,10/23/2018,2018-10-23T09:20:00Z,1,,,1,,,,,2,,,,,,,,,1,,,,,,,42,9,23,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,24,,,1,3,,,,56,,,,,1,,,5,2,,,,,,,1,,,,,,,,,3,,,1,,,20,,2,,4,,5,,,
2-RRN010.92,RRN11504,10/24/2018,2018-10-24T11:30:00Z,1,3,,,,,,,,,1,,,,1,5,,,,,,,,,31,3,24,,1,1,,,,,,,,,,,,,,,,,,,2,,,8,3,7,,2,,22,,,,2,,,1,6,1,1,,,,,,3,1,,,,,,,,,11,,,,,,,,,1,,,,24,,2,,18,,1,,,
2-RRN015.61,RRN11506,10/24/2018,2018-10-24T09:30:00Z,1,6,,,,,,,,,,,,,,1,,,,,,,,,37,10,20,,3,2,,,,,,,,,,,,,,,,,,,1,,,,,3,,2,,36,,,,,,,1,12,,1,,,,,,13,3,,,,,,,,,3,,3,,,,,2,,,,,,50,,2,,2,,,,,
4ABAC002.57,BAC11605,10/24/2018,2018-10-24T13:10:00Z,1,,,4,,,,,,,,,,,,1,,1,,,,,2,,17,3,65,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,,2,,,6,4,,,,22,,,,,,,4,21,24,,5,,,,,,,,,7,,,,,4,,,,,,4,,,1,3,,,,,
4ABLS002.11,BLS11602,10/24/2018,2018-10-24T09:30:00Z,1,,,8,,,,,,,,,,,,4,,,,,,,6,,20,,97,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,20,,,,,,,,7,10,,,,,1,,1,,,,1,,,,,2,,,,,,7,,1,,1,,,2,,
4ARAB006.49,RAB11603,10/24/2018,2018-10-24T11:35:00Z,1,,,2,,,,3,,,,,,,,1,2,3,,,,,,,22,1,9,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,57,,,,,1,,,31,46,,,,1,,,1,,,,,1,,,,,,,1,1,,5,,2,,1,,,1,,
1ACER016.46,CER11710,10/24/2018,2018-10-24T15:30:00Z,1,,,,,,,,,,,1,,,,,,,,,,,,,17,12,3,,1,,,,,,,6,,,1,,,,,,,1,,,,2,,,,14,,2,,13,,,,3,,,,33,,18,,,,,,2,,,,,,,,2,,,,1,,,1,,1,,,,,,59,,9,,2,,,,1,
6CGRN003.29,GRN11378,10/24/2018,2018-10-24T14:45:00Z,1,,,,,,,,,,,,,,,4,,,,,,,,,69,,8,,,,,,13,1,,,,,,,2,,,,,,,,,,,,,2,,7,,,,,,,,,,9,,,,,,,3,43,,,1,,,,,,,6,,1,,,,,,,,1,,,,,,,,,,,,
2-XKL000.37,XKL11518,10/24/2018,2018-10-24T12:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,69,74,34,,,,,,,,,,3,,,,,,,,,1,,,,,,,,14,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,,1,,,,,,,
3-GAR003.56,GAR11641,10/25/2018,2018-10-25T13:15:00Z,1,9,,2,,5,,,,,,,,,,29,,,,,,,,3,4,,7,,,,,,34,27,,,,,1,15,,2,,,,,,,,1,,1,,3,1,,,,3,,,,,,,14,,,,,,,,,1,,4,,,,,,,6,,,,1,,,,3,,4,,,1,,,9,,,,1,,
6AMCR000.55,MCR11825,10/25/2018,2018-10-25T13:00:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,29,1,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,5,,,,34,,,,,,,,60,,,,,,,1,54,,,,,,,,,,,,,,,,,9,,,,,,1,,,,1,,,,,
6AMCR009.92,MCR11826,10/25/2018,2018-10-25T11:30:00Z,1,3,,,,,,,1,,2,,,,,,,,,,2,,,,28,,13,,3,1,,,,,,2,,,4,,,,,,,,,,,1,,,1,20,,,,18,,,,,,,,15,,,,,,,11,59,,,,,,,,,,,,,,,,,5,,,,,,3,,,,1,,,,,
6AMCR005.94,MCR11363,10/25/2018,2018-10-25T12:15:00Z,1,6,,,,,,,,,2,1,,,,1,,,,,3,,,,29,,8,,1,1,,,,,,,,,,,,,,,,,,,,2,,,,11,,1,,33,,,,,,,,38,,,1,,,,1,37,,,,,,,,,,,,,,,,,2,,,,,,4,,,,2,,,,,
2-RAM000.26,RAM11474,10/25/2018,2018-10-25T14:45:00Z,1,5,1,1,,,,,,,,,,,,3,,,,,,1,,,23,4,20,,,,,,,19,,,,,,3,,,,,,,,,,,2,4,1,17,,,,15,14,1,,3,,,,15,,,,,1,,,,,,24,,,15,,,,,,,,,,,,,,1,,,8,,,,2,,,,,
3-ROE004.07,ROE11652,10/25/2018,2018-10-25T10:10:00Z,1,10,,4,,,,,,,,,,,,11,,,,,,,,2,,,30,,,,,,8,18,,,,,,38,,,,,,,,,,,,,,2,14,13,,1,4,2,3,,,,,3,,,,,,,,,1,5,3,,,1,,,,,,,,,,,1,5,,1,,,2,,,,1,2,,1,,
2BBUF006.39,BUF11367,10/25/2018,2018-10-25T11:15:00Z,1,,,,1,1,,,,,,,,,,4,,,,,,,1,,6,,9,,69,,,,,,,,,1,,,,,,,,,,,,,,,1,4,,,,3,,,,,,,,22,,1,,,,,3,37,1,,,,,,,,,,,,,,7,,,1,,,,,5,,1,,22,,1,,,
6AGRF002.36,GRF11339,10/30/2018,2018-10-30T12:00:00Z,1,5,,,,,,,,,1,,,1,,1,,,,,12,,,,2,,73,,1,,,,,,,,,1,,,,,,,1,2,,,,,,,,4,,,,7,,,,,,,,11,,,,,1,,8,38,,,,,,,,,,,,,,,,,16,,,,,,,,8,,,,,,,
3-XMO000.41,XMO11659,10/30/2018,2018-10-30T09:30:00Z,1,,,,,,,,,,1,1,,,,1,,,,,,,,,57,9,50,,,,,,,,,1,,,,,,,,,,,,,2,2,,1,,49,,16,,,,,,,,,,3,,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,12,,5,,,,,,,2
3-BRK002.52,BRK11638,10/30/2018,2018-10-30T13:00:00Z,1,,,,,,,,,,,1,2,,,,,,,,4,,,,92,9,37,,1,,,,,,,,,,,,,,,,,,,,1,,,,,14,,10,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,19,9,12,,,,,,,1
4ABWR061.20,BWR11756,10/31/2018,2018-10-31T13:00:00Z,1,2,,,,10,,,,,,,,,1,,,,,,,1,,,31,3,20,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,,,,10,23,,,,,,,,27,1,,,,,1,,,,,,9,,,1,,2,,,,,,13,,,,6,,,,,1
9-HWL004.86,HWL11694,10/31/2018,2018-10-31T10:30:00Z,1,16,,2,,15,,,,,,,,,2,1,,,,,,,,,11,,7,,,,,,8,10,,,,1,1,8,16,4,,,,,,,,2,,1,,6,,,,,,,,,,,,12,,,1,1,1,,2,11,7,,17,,1,9,,,,,,,,,,,,4,6,4,1,,2,,,,1,5,7,,,
2-SFR000.60,SFR11510,10/31/2018,2018-10-31T11:15:00Z,1,2,,,,,,,,,,,,,1,1,,,,,,,,,39,3,31,,19,,,,,1,,,,,,,,,,,1,,,,1,1,,20,,2,,4,,9,,,,1,,,,19,,,,,,1,,4,1,,,,,,,,,6,,,,,1,,1,,,,,,9,,3,,4,,,,,
6APNK008.28,PNK11621,10/31/2018,2018-10-31T13:30:00Z,1,,,1,,,,,,,,,,2,,2,,,,,,,,,36,39,40,,,,,,,2,,,,1,,,,,,,,2,,,1,,,,,15,,,,1,,,,,,,,,,,,,1,,1,21,,,,,,,,,,,,,,,,,11,,,,,,5,,,,16,,,,,
6ACNR021.72,CNR11326,10/31/2018,2018-10-31T11:00:00Z,1,,,,,1,,,3,,,,,,1,,2,,,,7,,8,,7,,10,,2,,,,,,,6,,,,,,,,1,,1,,,1,,,,,1,,,,8,,,,,,,,15,,,,,,,1,103,,,,,,,,,,,,,,,,,,,,,,,6,,1,,28,,,,,
2-SDV001.02,SDV11509,10/31/2018,2018-10-31T12:40:00Z,1,,,,,,,,,,12,,,,,1,,,,,,,,,41,8,30,,,,,,3,,,,,,,,,,,,,1,,,2,,,3,,17,,9,,,,,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,42,,8,,,,,5,,
6ABLD000.90,BLD11288,10/31/2018,2018-10-31T11:45:00Z,1,,,,,,,,,,,,,1,,,,,,,,,,,60,1,10,,,,,,,,,,,,14,,,,,,,,,,,,,,,30,,5,,6,,,,,,,,1,,,,,,,,66,,,,,,,,,,,,,,,,,2,,,,,,5,,,,18,,,,,
6ADOT000.46,DOT11377,10/31/2018,2018-10-31T12:15:00Z,1,,,,,,,,,,,,,1,,,,,,,,,,,16,,24,,,,,,,,,1,,1,10,,,,,,,1,,,3,,,,,24,,1,,,,,,,,,,,,,,,,,2,21,1,,,,,,,,,1,,,,,,,5,,,1,,,4,,,,52,,,,,
6BPLL001.61,PLL11530,11/1/2018,2018-11-01T11:15:00Z,1,,,2,,,,,2,,,2,1,2,,4,,,,,,1,,,3,,12,,,,,,,,,1,,,,,,,,,,,,,,2,,,4,17,,,,17,,,,,,,,26,,,15,,,,1,59,,,,,,,,1,,,,4,,,,,4,,,,,,12,1,18,,2,,,,,
4AFRY006.08,FRY11761,11/1/2018,2018-11-01T12:15:00Z,1,,,,,1,,1,,,,,,,1,2,,,1,,,,,,35,1,15,,,,,,1,,,2,1,,,,1,,,,,1,,4,,3,,,,36,,3,,,,,,,,,,32,6,2,,,1,,,,2,,1,,,2,,,,,,,,,,,,,,,,,14,,5,,1,,,,,
4APAA000.71,PAA11757,11/1/2018,2018-11-01T10:00:00Z,1,,,,,2,,,,,,,,,1,1,1,,,,,2,,,56,3,42,,,,,,,,,1,,1,4,,,,,,,,,,,,,1,,16,,1,,,,,,,,,,54,,1,,,4,,,,4,,,,,,,1,,,1,,,,,,,,,,,,6,3,,,,,,2,,
6BPWL020.93,PWL11379,11/1/2018,2018-11-01T12:15:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,22,23,9,,,1,,,,,,,,,2,,,,,,,,,,,8,,,,7,,6,,3,,,,,,,,50,,,,,1,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,
6CMFH011.31,MFH11308,11/5/2018,2018-11-05T14:30:00Z,1,1,,,1,,,,,,,1,,,,,,,,4,1,1,,,33,,13,,1,,,,,,,,,,,,9,4,,,1,,,,,2,,,1,10,,,2,3,,,,,,,,11,,,,,,,5,7,,,,,1,,,,,,,2,,,2,,5,,,,,,1,5,41,,2,,6,,,
6CMFH045.83,MFH11332,11/5/2018,2018-11-05T11:35:00Z,1,6,,,,,,,,,,,,1,,1,,,,,,,5,,20,5,5,,,,,,,,,,,,,3,,,,,,,,,,8,,,,31,,1,,2,,,4,1,,,,34,,,,,,,,5,,2,2,,,,,1,,,,,,,,,1,,,,,,,8,,,5,,40,,,
6CMFH055.88,MFH11325,11/5/2018,2018-11-05T10:30:00Z,1,2,,,,,,,,,,,8,,,4,,,,,,,,,17,1,2,,,,,,,,,2,,,,,,2,,,,,,,,,,,,3,,1,,,,,2,,,,,6,,,,2,,,1,132,,,1,,,,1,,,,,2,,,,,,,,,3,,1,,3,,,,,,,
6CMFH026.00,MFH11331,11/5/2018,2018-11-05T13:15:00Z,1,1,,,,,,,,,,,,,,,,,,,,,,,12,1,2,,,,,,,,,1,,,1,1,2,3,,,,,,,,21,,,,,,,,12,,,,2,,,,40,,,,,,,1,47,,,,,,,,,,,,2,,,,,17,,,,,,,6,3,,,,5,,,
6BRAM002.32,RAM11324,11/7/2018,2018-11-07T11:00:00Z,1,,,,,,,,,,,,,,,,,,2,,,,6,,,2,89,,,,,,,,,,1,,,,,,,4,,2,,1,,,,,,,,,,,12,,2,,1,,,1,,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,25,,,5,,
1APOR000.52,POR11714,11/14/2018,2018-11-14T14:45:00Z,1,,,,,1,,,1,,,,,,,1,,,,,7,,,,40,21,20,,1,1,,,1,,,2,,,,,,,,,,1,,2,,1,,3,,8,,,,1,,,,7,,,,44,1,,,,1,,1,9,,,,,,,,1,,,,,,,,,1,,,,,,9,,4,,9,,,,,
6BHAR002.41,HAR11358,11/20/2018,2018-11-20T12:15:00Z,1,,,1,1,,,,,,,,35,,,1,,,,,,1,,,38,,1,,,,,,,9,,,,,3,7,31,3,,,,,,,,1,,,,7,,,,11,,,1,3,,,,8,,,,,,,,21,1,2,,,,,,,,1,,,,,,,3,,,1,,,,3,,,4,,21,,1,
6BSTC000.04,STC11658,11/20/2018,2018-11-20T10:45:00Z,1,,,,,,,,2,,,,,,,,,,,,1,,,,6,,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,3,,1,,6,,,,,,,,28,,,4,,,,,9,,,,,,,,,,,,,,,,,,,,,,,2,,,,104,,,,,
1AXMJ000.42,XMJ11720,11/27/2018,2018-11-27T10:00:00Z,1,,,1,,48,,,,,,,,,,,,,,,,,1,,9,18,31,,,,,,,,,,,,,,,,,1,,,,1,,5,,,,1,,,,,,,,,,,,29,,,,,1,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,37,,,,,,,,,
3-BLC001.08,BLC11635,11/29/2018,2018-11-29T10:00:00Z,1,2,,1,1,16,,,1,,3,,,,,,,,,,,,,,48,1,30,,,3,,,,,,,,,,1,14,2,,,,,,,1,6,,1,1,9,4,1,,1,3,,,1,,,,17,,,,,1,,,6,3,,,,,2,,,,,,,,,,,1,,,,,,,,2,,1,,4,,,
9-LVR005.33,LVR11364,11/29/2018,2018-11-29T12:30:00Z,1,1,,,,16,,,,,1,,,,,,,,,,,,25,,7,,54,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,18,,,,,3,1,,,,,,1,,,15,,,,6,8,,,,,,,,,,,,24,,,2,,,,,,,,10,,,,9,,1,,,
3-HAZ032.54,HAZ11642,11/29/2018,2018-11-29T12:00:00Z,1,,,3,,22,,,,,,,,,,,,,,1,,,,,14,1,49,,,,,,,1,,,,,,3,31,1,,,,,,,3,,,3,,5,4,,1,8,2,,,2,,,,7,,,,,,1,1,3,,,,,,,,,,1,,,,,,2,,,2,,,,12,,1,,8,,8,,,
9-SRT000.12,SRT11655,12/3/2018,2018-12-03T10:45:00Z,1,2,,1,,,,,,,,,1,,,1,,,,,,,3,,27,1,21,,,,,,1,,,,,,,1,,,,,,,,,,,,,,7,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,2,,,4,,,,,,7,3,,,,,,18,,,,26,,,,,
3-FIR002.35,FIR11639,12/5/2018,2018-12-05T09:00:00Z,1,1,,1,,31,,,,,,,,,,,,,,,,,,13,55,3,33,,,1,,,,4,,,,,,,,,,,1,,,,1,,,,,14,,3,,,,,,,,,,6,,,,1,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,11,,,,,
3-FMR000.94,FMR11654,12/5/2018,2018-12-05T12:00:00Z,1,,,9,,4,,,,,,,,,,12,,,,,,,,1,23,1,14,,,,,,56,4,,,,2,,4,15,4,,,,,,,,,,,,,3,,,,,,2,,1,1,,10,,,,,1,,,1,7,,,,,,,,,,,,,,,,,10,,4,,,1,,,,,,,,,
6CBEV015.27,BEV11808,12/5/2018,2018-12-05T15:30:00Z,1,,,,,,,,,,1,,,,3,,,,,,,,,,46,1,36,,,,,,,,,1,,,,,,10,2,,,,,,,3,,,,,,,,3,,,,,,,,15,,,,,,,14,4,,,,,,,,,,,,,,,,,8,,,,,,,3,29,,,,,,,5
3-MTN021.11,MTN11650,12/6/2018,2018-12-06T11:00:00Z,1,,,,,,,,1,,1,,1,,,,,,,,,1,,,42,4,11,,3,,,,,,,4,,,2,,,,,,,,,,,,,,,71,,3,,,,,,,,,,17,4,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,12,,,,,,,12
3-MTN014.88,MTN11648,12/6/2018,2018-12-06T09:00:00Z,1,,,,,,,,,,3,,,,,,,,,,,,,,72,9,8,,2,1,,,,,,1,,,,,,,,,,,,,2,,,,,60,,,,,,1,,,,,,3,2,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,31,,,,,,,10
3-MTN000.59,MTN11644,12/10/2018,2018-12-10T09:30:00Z,1,,,,,3,,,,,2,,,,,1,,,,,,,,,41,3,11,,4,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,2,,,,23,,5,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,28,,5,,29,,1,,,
3-MTN005.79,MTN11647,12/10/2018,2018-12-10T11:45:00Z,1,,,,,,,,1,1,,,12,,,1,,,,,,,,,20,1,11,,9,,,,,,,1,,,,,,,,,,,,,1,1,,,,7,,1,,,,,,,,,,11,2,3,,,,,,,,,,,,,1,,1,,,4,,,,2,2,,,,,,12,,16,,3,,,2,,5
1AQUA009.72,QUA11534,12/12/2018,2018-12-12T11:45:00Z,1,,,2,,26,,,,,,,,,,,,,,,2,,,,20,20,38,,,1,,,,,,,,,1,,,,,1,,3,,1,,,,,,6,2,1,1,1,,,,,,,,7,,,,,,,,7,4,,,,,,,,,,,,,,,12,,,,,,,19,,5,,1,,,,,
4ARAB006.49,RAB11971,3/5/2019,2019-03-05T12:00:00Z,1,,1,,,,17,3,,,,,,,,,,,,,,,,,3,,39,,,,,1,,,,,,,,2,16,,,,,1,,,,,,2,2,,,,,,2,,,,5,,,5,,,,,,,8,7,62,,,,,,,,,,,,,,,1,,,,,,,15,,,,,1,,,,
4ALOA000.62,LOA11972,3/5/2019,2019-03-05T13:30:00Z,1,,,4,,,5,,,,,,,,,,,,,,,,,,,1,87,,,,,1,,,,,1,,,,5,,,,,,,1,1,,1,9,1,,,,,,2,,1,1,5,,,6,,,,,,,1,2,20,,11,,2,,,,,,,3,,,,2,,,,2,,,8,,2,,,,16,,,
4ASCK003.10,SCK11934,3/5/2019,2019-03-05T10:05:00Z,1,,,,,,85,,,,,,,,,,,1,,,,,,,2,,41,,1,,,,,,,,1,,,,2,,,1,,,,1,,,,2,,,,,,,18,,,,,,,5,,,,,,,1,,,,,6,,,,,,,,,,,,6,,,,1,,,24,,,,,,,1,,
1ABIR000.76,BIR11963,3/11/2019,2019-03-11T08:30:00Z,1,,,,,,,,,3,1,1,,,,,,,,,,,,,1,3,126,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,1,,,,,,36,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,7
1AFLL000.88,FLL11970,3/11/2019,2019-03-11T10:00:00Z,1,,,,,,,,,2,,2,,,,,,,,,,,,,25,,129,,2,,,,,,,,,,,,,,,,,,,,5,,,,,16,,1,1,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,13
4AXWL001.84,XWL11798,3/12/2019,2019-03-12T14:00:00Z,1,,1,,,,33,,,,,,,,2,,,,1,,,,,,1,,26,,,,,,1,,,,1,,,,65,7,,,,1,1,,,,,,,,,,,,8,,,,,,,5,,,,,,,,1,2,,,,,,,,,,,2,,,,2,,,,1,,,51,,,,,,,,,
2-CRG074.47,CRG11764,3/13/2019,2019-03-13T10:15:00Z,1,10,2,3,,,,,,,,,,,,,,,,,,,,,1,,7,3,,,,,,,,,,,,17,44,,,3,,,8,,,2,,,,,,,,,16,,,3,,,,1,,,,,2,,2,,,,17,,,1,,,,,,,1,,,52,,3,,1,,,,,,2,,,,,,
1ACAA001.18,CAA11965,3/14/2019,2019-03-14T10:30:00Z,1,,,,,,,,1,,1,,,,,,,,,,,,,,21,,143,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,3,,,,,,,,10,,,,,,,1,12,1,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,1
1AELC001.39,ELC11969,3/14/2019,2019-03-14T12:30:00Z,1,,,,,,,,,1,1,,,,,,,,,,3,,,,,,65,,1,,,,,,,8,,2,,,2,,,,,,,1,,,,,3,1,,,,,,,,,,,,,2,11,,,,4,21,,,,,,,,,31,4,,,,,,,,,,,,,,5,,,,,,,,,26
4ABNN002.17,BNN12015,3/18/2019,2019-03-18T10:15:00Z,1,,4,,,,28,,,,,,12,,,,,,,,,1,,,2,,94,,,,3,,,,,3,4,,,,9,,,1,,1,,2,1,,,,,,,,,,,,1,,,,,10,,,,,2,,3,,,,1,1,,,1,3,,,,,,,,,,,,,,,1,,2,,,,,1,,
4AHEN004.27,HEN11935,3/18/2019,2019-03-18T13:15:00Z,1,,,,,,24,,,1,,,,,,,,,,,1,,,,16,,71,,,,,,,,,1,1,,,,22,,,1,,,,,2,,,,,,,,,,6,,,,,,,22,1,,,,,,1,,,,,2,,,,,,1,,,,,,2,,,,,,,31,,1,,,,,,,
3-MTN005.79,MTN12003,3/18/2019,2019-03-18T11:15:00Z,1,,,,,,,,,,2,,1,,,,,,,,1,,,,14,,82,,2,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,16,,,,,,1,3,,,,,,,,,2,,,,1,,,,4,1,,,,,,40,,16,,,,,,,
3-JOA000.80,JOA11975,3/18/2019,2019-03-18T13:30:00Z,1,,,,,,,,,,,,,,,,,,,,2,,,,15,42,59,,,,,,,,,,,,,,,,,,,,,,1,,,,,27,,5,,,,,,,,,,6,1,7,,,,,,,,,,,,,,2,,,,,,,,2,2,,,,,,11,,23,,,,,,,4
3-MTN000.59,MTN12002,3/18/2019,2019-03-18T09:30:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,34,,37,,2,,,,,,,,,,,,,,,,,,,,,2,1,,,4,,,,,,1,,1,,,,25,3,3,,,,,,,,,,1,,,,,,,,2,,,,23,2,,,,,,37,,23,,,,2,,,
3-MTN014.88,MTN12004,3/18/2019,2019-03-18T12:15:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,44,1,80,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,14,,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,27,,,,,,,
3-RPP175.51,RPP12026,3/19/2019,2019-03-19T09:30:00Z,1,,,,,,6,,,,,,,,,,,,,,,,,,8,,44,,,,,,,,,,1,,,1,41,8,,,,,,,,,12,,1,2,,,,1,,,,,,,,5,,,,,,,,,,,,,1,,,2,,,,,,,,6,,2,7,,,,39,,,,,,1,,,
3-RUS006.49,RUS12030,3/19/2019,2019-03-19T11:30:00Z,1,,,,,,6,,,,,,,,,4,,,,,,,,,,,44,2,,,,,,,5,,,,,6,33,1,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,16,,,,,,,,,
2-DCK003.94,DCK11796,3/20/2019,2019-03-20T11:00:00Z,1,1,,3,,,5,,,,,,,,,,,,,,,,,,,,4,17,,,,1,5,,,,,,,3,76,1,,,,,1,,,5,,1,,1,,,,,5,,,,,1,,,,,,,,,,,1,,2,,1,8,,,,,,,,,1,77,,,,2,,,,,,,,,,,,
4AFLY001.78,FLY11937,3/25/2019,2019-03-25T12:20:00Z,1,,1,,,,17,,,,,,,,,,,,,,,,,,2,,30,,,,,,1,,,,,,,,97,,,,,1,4,,1,,,4,,,1,,,,12,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,14,,,,,,,9,1,1,,,,,2,,
4ASNE005.10,SNE11936,3/25/2019,2019-03-25T09:40:00Z,1,,,,,,9,,,,,,,,,1,1,1,,,,,,,5,,74,,,,,,,,,,,,,,48,,,,,,4,,,,7,1,,1,,,,,7,1,,,,,,5,,,,,,,1,,10,,,,1,1,,,,9,,,,,,,,,,,,,6,,,,1,,1,,,
6ASLI000.06,SLI12129,3/25/2019,2019-03-25T13:00:00Z,1,,,,,,98,,,,,,,,74,19,,,,,,,,,4,,2,,,,,,7,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,1,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,
4ACRR011.77,CRR12017,3/26/2019,2019-03-26T12:50:00Z,1,,,1,,,2,,,,,,,,,,,,,,,,,,5,1,119,,,,,,2,,,,2,3,,1,28,,,,,,16,,,,2,2,1,,,,,,6,,,1,,,,4,,,,,,,1,,6,,,,,,,,,,,1,,,,,2,,,1,,3,,,,,,,,1,,
4AGEO006.73,GEO11939,3/26/2019,2019-03-26T11:40:00Z,1,,,1,,,,,,,1,,,,,,,,,,,,,,7,3,68,,,,,,,,,,,,,,78,,,,,1,,,,,,,,,,,,,6,,,,,,,4,,,,,,,6,11,13,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,
4AGEO007.12,GEO12016,3/26/2019,2019-03-26T10:45:00Z,1,,,2,,,1,,,,,,,,,,,,,,,,,,2,,83,,,,,,,,,,,,,,71,,,1,,,,,,,,,1,,,,,,5,,,1,,,,6,,,,,,,14,1,10,,,1,,,,,,5,,,,,,,,,,,,,1,,,,,,2,,,
2-HAZ006.91,HAZ11941,3/27/2019,2019-03-27T09:30:00Z,1,,,1,,,,,,,,,,,,,,1,,,,,,,24,,65,,,,,,,,,,,,,,78,,,,,,,,7,,,2,1,,2,,,,1,,,,,,,4,,1,,,,,3,2,3,1,,,,,,,,,,,,,,,,1,,,,,2,,1,,,,3,,,
