StationID,Collection Date,BenSampID,Collection DateTime,RepNum,Acentrella,Acerpenna,Acroneuria,Allocapnia,Amphinemura,Anchytarsus,Ancylidae,Ancyronyx variegatus,Antocha,Argia,Asellidae,Atherix,Baetidae,Baetis,Bezzia,Bezzia/Palpomyia,Boyeria,Brachycentrus,Caenis,Calopteryx,Cambaridae,Capniidae,Ceratopsyche,Cheumatopsyche,Chimarra,Chironomidae,Cinygmula,Corbicula,Corydalus,Crangonyctidae,Dicranota,Diplectrona,Dolophilodes,Drunella,Dubiraphia,Eccoptura xanthenes,Ectopria,Elmidae,Epeorus,Ephemerella,Ephemerellidae,Eurylophella,Glossosoma,Gomphidae,Haploperla,Helichus,Hemerodromia,Heptageniidae,Heterocloeon,Hexatoma,Hydracarina,Hydrobiidae,Hydropsyche,Hydropsyche/Ceratopsyche,Hydropsychidae,Hydroptila,Isonychia,Isoperla,Lepidostoma,Leptophlebiidae,Leucrocuta,Leuctra,Lumbriculidae,Lype diversa,Maccaffertium,Macronychus glabratus,Microcylloepus,Naididae,Neophylax,Nigronia,Oecetis,Oligochaeta,Optioservus,Oulimnius,Paragnetina,Paraleptophlebia,Perlesta,Perlidae,Perlodidae,Physidae,Pisidiidae,Planorbidae,Plauditus,Plecoptera,Pleuroceridae,Polycentropus,Probezzia,Promoresia,Prosimulium,Psephenus,Pseudocloeon,Pteronarcys,Rhyacophila,Serratella,Simuliidae,Simulium,Stenacron,Stenelmis,Sweltsa,Taeniopteryx,Tallaperla,Teloganopsis deficiens,Tipula,Triaenodes,Trichoptera,Tricladida,Yugus,Zapada,Zealeuctra,Zygoptera
8-RDY004.95,3/28/2018,RDY11084,2018-03-28T12:50:00Z,1,,,,,1,,,2,,2,,,,,,,,,,1,1,,,2,,97,,,,7,,,,,7,,,1,,,,1,,1,,,,4,,,,,,,,,,1,,,,,,,17,,,,,,4,,,,,,,,,,4,,,,,,1,,1,,,,,,,7,,14,,,,,,,,,,,,
2BACH000.46,3/29/2018,ACH10718,2018-03-29T10:15:00Z,1,5,,1,,27,,,,,,,,,,,,1,,,,,,,9,4,116,,,1,,,,,,1,,,,,11,,,,,,1,1,,,,,,,,,,1,,,,,,,,11,,,,,2,,3,4,2,,,,,,,1,,,,,,,,1,4,,,,,,1,,,,,,1,1,,,,,,,
3-FIR002.35,3/29/2018,FIR11661,2018-03-29T11:00:00Z,1,,,1,,14,,,,,,,,,,,,,,,,1,,,,,18,,,,,,,,3,,,,,,29,2,,,,,,,,14,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,72,,,,1,,,13,,,,,,,,,,,,,,
3-FMR000.94,3/29/2018,FMR11071,2018-03-29T12:15:00Z,1,,,1,,16,,,,,,,,,,,,,,,,,,,,,32,,,,,,6,,,,,1,1,25,59,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,4,,,,,,,,,,,,,,,,30,,,12,5,,,,,,,,1,,2,,,,,,,
6BCOV007.56,3/29/2018,COV11260,2018-03-29T12:30:00Z,1,1,,5,,1,,,,1,,,3,,,,,,,,,,1,,,,9,12,,,,,2,,10,,,,,12,43,2,2,,,1,,,3,,1,,,4,,,,,2,2,,,,,,,,,,,,,,,3,,15,,,,,,,3,10,,,,,7,,,3,1,,,,,,3,,,,,,1,,1,,,
4ATYS002.51,4/3/2018,TYS10719,2018-04-03T13:15:00Z,1,,,,,1,,,,,,,,,1,,,,,,,,,,8,,145,,,,,,,,,,1,,,,4,,1,,,,,1,,,,,,2,,,2,,2,,,,,,,9,,,,,,,,,,,,8,,,,,,7,,,,,,,,,,,,,2,,,,,,4,,,,,,,,
4AGSY004.60,4/5/2018,GSY10773,2018-04-05T09:50:00Z,1,,15,,,6,,,,,,,,,,,,1,,,,,,,2,3,162,,,,1,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
4AMRY003.58,4/5/2018,MRY10784,2018-04-05T12:35:00Z,1,,,,,,,1,1,,,,,,3,,,,,,,,,,3,,115,,1,,,,,,,2,,,,,,,,,,,,,,,,1,,1,,,1,,10,,,,,,,44,,,,,,1,5,,,,,3,,,3,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
4ARAC000.92,4/5/2018,RAC10774,2018-04-05T11:15:00Z,1,,,,,,,,,,4,,,,,,,1,,,1,1,,,,,187,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,
4ABWR061.20,4/6/2018,BWR10801,2018-04-06T12:40:00Z,1,4,,,,,,,,1,,,3,3,,,,,,,,,,,30,1,80,,1,,,,,,4,,,,1,,15,1,,,,,,8,,,,,,3,,,,3,,,,,,,,7,,,2,,1,,1,4,11,,,1,,,,,,2,,3,,,2,1,,,,,,1,2,,1,,,,1,,,,,,,,
1ABIR000.76,4/9/2018,BIR11085,2018-04-09T10:50:00Z,1,,,,,,,,1,,,,,,,,,,,,,,,,,,87,,3,,,,,,,,,,,,,,,,,,,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,20,,,,,,,,6,,,,
1ACUB002.61,4/9/2018,CUB11051,2018-04-09T09:15:00Z,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,161,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,21,,3,,,,,,,,1,,,,
1ACUB003.74,4/9/2018,CUB11053,2018-04-09T12:00:00Z,1,,2,,,,,,,,,,,,,,,,,2,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,61,,,,,,,,,,,,,,
9-LRR012.30,4/9/2018,LRR10762,2018-04-09T11:50:00Z,1,,,,,47,2,,,,,,,1,,,,,,,,,,,10,,28,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,2,,,,,14,,,,,,,
1ACER016.46,4/10/2018,CER11050,2018-04-10T13:45:00Z,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,6,22,,,,1,,,,,,,,,,,,,,,,,1,,,,1,2,1,,,2,1,,,,1,,,,27,,10,,,,,,,,,,,,,,,,,,,,,1,7,1,,,,,,90,,15,,,,,,,,1,,,,
3-MTN005.79,4/10/2018,MTN11086,2018-04-10T11:55:00Z,1,,,,,,,,,,,,,,,,,,,,,,,,1,5,69,,,,,,,,,,,,2,,,,,,,,,,,,,,6,4,,1,5,,,1,,,,,,6,,5,,,,,,,,,,,,,,,6,,,,,,,17,5,,,,,,33,,14,,,,,,,,5,,,,
3-RPP142.36,4/10/2018,RPP11081,2018-04-10T10:15:00Z,1,,,,,,,,,,,,,1,,,,,,,,,,,2,,36,,2,,,,,,,4,,,,,13,1,,,,,,2,,7,,,,,,,,1,1,5,,2,,,,4,,5,,,,,,,,,,10,,,1,,,,,,,,,,,,1,,,,74,,10,,,,9,1,,,,,,,
4AGRT003.82,4/10/2018,GRT10777,2018-04-10T10:05:00Z,1,,,,,,,,1,,1,,,,,3,,,,,,,,,,,141,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,1,4,,,,,2,,,3,20,3,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
4ALYT003.77,4/10/2018,LYT10850,2018-04-10T12:00:00Z,1,,,,,2,,,,,,,,,1,,,1,,,,,,,2,,132,,,,,,,,,,,,,,2,,,,,,1,1,,,,1,,,,,,,3,,,,,,,28,1,,,,,1,1,,,,,3,,,5,4,1,4,,,,,,,,,,,,,3,1,,,,,1,,1,,,,,,
6BLTL003.31,4/10/2018,LTL10779,2018-04-10T10:00:00Z,1,4,,,,,,,,,,4,,,10,,,,,,,,,,11,,60,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,1,,,,1,,,,,,,,,,2,,15,,,,,11,,,,,,2,12,70,,,,,,,,,,,,
9-BVR001.70,4/10/2018,BVR11007,2018-04-10T13:30:00Z,1,11,,,,,,,,2,,,,4,4,,1,,,,1,,,,8,,80,,,,,,,,4,,,,3,1,19,3,,,1,1,1,2,,,1,,,5,,2,,,3,,,,,,,,,,,,,,4,3,5,,1,1,,,,,,,,,1,,,2,2,,,1,,,8,,,,,,4,,,,,,,,
9-HWL004.86,4/10/2018,HWL11009,2018-04-10T11:30:00Z,1,10,,,,2,,,,,,,,,,,,,,,,,,,2,,26,5,,,,2,8,,3,,,,3,7,29,11,,,,,,,1,,1,,,,,,,,4,6,2,,1,2,,1,,,,1,,,,3,1,,1,,,7,,,,,,,,,,,,,7,,,,,,,1,,1,8,2,,2,,,,,
2-CFK001.31,4/11/2018,CFK11117,2018-04-11T11:00:00Z,1,,2,,,16,,,,,,,,2,,,,,,,,,,,,,62,,1,,,,,,,,,,,,41,,,,,,,2,,,,,,,,,1,,1,,,,4,3,,5,,,,,,,,32,8,,,5,,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,1,,,,
2-HOL003.15,4/11/2018,HOL10837,2018-04-11T12:00:00Z,1,,,7,5,5,,,,,,,,,,,,,,,,1,,,6,,59,,1,,,,,,,,,,,7,27,,1,,,,1,2,,1,,,,,1,1,,3,5,,,32,,,,18,,,,,,,,1,,,5,2,,3,,,,1,,1,,1,1,,3,,,2,,,7,,,,,,8,,,,,,,,
2-HUO005.87,4/11/2018,HUO11351,2018-04-11T08:30:00Z,1,2,,4,,,,,,3,,,,,4,,,,,,,,,,1,,21,14,,,,1,4,4,7,,,,,137,60,,,,,2,,,1,,1,,,3,,,,,11,,,5,5,2,,3,,,,,,,,,4,1,11,,,,,,,,,,1,,,,1,,8,1,,,14,,,,,,2,,,,,,,,
2-TYE028.94,4/11/2018,TYE11130,2018-04-11T15:30:00Z,1,27,,1,,1,,,,,,,,,,,,,,,,,,,19,1,77,,,,,,,3,,,,,,2,26,,,,,,,,,,2,2,,1,,,,2,3,,4,3,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,3,,,,,,,,
3-GAR003.56,4/11/2018,GAR11072,2018-04-11T14:50:00Z,1,,,1,,8,,,,,,,,,,,,,,,,,,,,,8,7,,,,3,4,,,,,,,37,72,,,,,1,,,,,,,,,,,,,7,,,,,,,,,,,1,,,,,7,,1,,,,,,,,,,,,,4,1,,10,7,,,13,,,1,,,,,,,,,,,
3-XMR002.02,4/11/2018,BOL11067,2018-04-11T10:30:00Z,1,1,,5,,4,,,,,,,,,,,,,,,,1,,,1,,16,5,,,,,5,,7,,,,,32,43,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,47,2,,4,1,,,3,,,1,,,,,,,,,,,
4APEN000.05,4/11/2018,PEN10785,2018-04-11T10:30:00Z,1,,,,,1,,,,,,27,,,,,,,,,,,,,,,25,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,15,,,,13,,,,,4,18,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,
6AGSS002.37,4/11/2018,GSS10813,2018-04-11T11:00:00Z,1,4,,1,,17,,,,1,,,,,,,,,,,,,,,6,,51,,,,,,1,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,10,,,,,,,,,,6,9,,,,,,,,,,,,,,,,1,10,,,,,,1,,4,1,,,,,,,,,,,
5ABHC006.57,4/12/2018,BHC10825,2018-04-12T12:20:00Z,1,,,1,,4,,,,,1,,,,6,,,,,,,,,,11,1,103,,,,,,,,,,,,,,13,,,,,,,2,,,,2,,1,,,,,,,,10,,,,14,,,,,,,,,9,,,,2,1,,,,4,,,,,,1,5,,,,,,7,,8,,,,13,,,,,,,,
6CCMR004.65,4/12/2018,CMR11037,2018-04-12T10:30:00Z,1,,,1,,9,,,,,,,,1,5,,,,,,,,,,,,13,6,,,,2,4,,1,,,,1,32,25,2,,,,2,,,1,,2,,,,,,,,,1,2,,6,,,,,,,1,,,,,21,,4,1,,,,,,2,,1,,1,,6,,,5,2,,,8,,,1,,,1,,,,,,,,
9-LVR005.33,4/12/2018,LVR10809,2018-04-12T13:30:00Z,1,,,,,,,,,3,,,,,2,,,,,,,,,,3,,60,,,1,,,,,,,,,,,,,,,,,,,,,,2,,20,,,,,1,1,1,,,,,2,,1,6,,,,1,3,1,,,,,,,,,4,,10,,,13,,,,,1,,,49,5,15,,,,,,,,,,,,
6AGRF002.36,4/13/2018,GRF10674,2018-04-13T11:30:00Z,1,68,,,,,,,,,,,,12,,,,,,6,,1,,3,2,,41,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,6,,,,,,,,,,,,,,,,1,14,,,,,,,,6,,,,,,,,,,,,
6APNK008.28,4/17/2018,PNK11245,2018-04-17T13:00:00Z,1,34,,,,1,,,,,,,,1,1,,,,,,,,,,14,,121,,,,,,,,,,,,2,1,4,,2,,3,,,1,,,,,,4,,,,,2,,,,5,,,,,,,,1,,2,2,,,,,,,,,,1,,,,,,,14,,,,,,1,,,,,,,,,,,,,,
1BFDY000.02,4/18/2018,FDY11103,2018-04-18T12:30:00Z,1,,,1,,77,,,,,,,,,,,,,,,,,,,,,26,,,,,,5,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,3,,,60,,,1,,,,,,,,,3,,,,,,,,,,,,1,,,4,,,,2,,,,,,,,,,,,,,,,,
6CROA000.14,4/18/2018,ROA10812,2018-04-18T12:00:00Z,1,,,1,,12,,,,,,,,,1,,,,,,,,,,1,,28,6,,,1,1,4,,,,,1,,4,2,,,,,,,,,,,,,,,,,,2,6,,,13,,,4,,,1,,,,5,,3,,,,,,,,,1,,,,,,67,,,,2,,,5,1,,2,,1,1,,,,,,,,
2-HAM000.37,4/19/2018,HAM11012,2018-04-19T09:35:00Z,1,2,,,,39,,,,,,1,,2,,,1,,,2,,,,,,,61,,,,,,,,,,,,,,2,,3,,,,,,,1,,,,,,,,,1,,7,,6,,,1,,,2,,,,,,,,14,,6,,,,,1,,,1,,,,4,,,,,1,1,,1,,,,,1,,,,,,,
4AROT000.81,4/23/2018,ROT10800,2018-04-23T11:40:00Z,1,,,2,,,,,,2,,,,17,6,,,,,,,,,,4,,43,,,,,,,3,,,,,5,3,26,3,,,,8,,1,2,,1,,,,,,,,1,,,,,,,2,,,1,,,,,9,8,,1,,,,,,,1,3,,,,,,11,,2,,,,1,,,,,,,,,,,,,,
6ABLD000.90,4/24/2018,BLD11015,2018-04-24T12:00:00Z,1,,,,,3,,,,4,,,,,2,,,,,,,2,,,12,,47,,,,,,,2,,,,,26,,,,,,,,,5,,,,2,,5,,,,1,,,,,9,,1,,,,8,,,,3,39,,,,1,,,,,,1,,,,,,,6,,,,,,,,,,1,,,,,,,,,,
6ACNR021.72,4/24/2018,CNR10811,2018-04-24T12:30:00Z,1,3,,4,,6,,,,1,,,,,,,,,,6,,1,,,14,,47,,,1,,,,2,,1,,,,,7,,1,,2,1,2,3,1,,,,,3,,,,3,4,,,,5,,,14,,,2,,,,7,9,2,,,9,1,,,,,4,,,,1,,,,,,1,,,5,,,1,3,,,4,,,,,,,
6ADOT000.46,4/24/2018,DOT10637,2018-04-24T11:30:00Z,1,,,,,10,,,,,,,,,4,,,,,,,,,2,10,,75,,,,,,1,,,,,,6,,,,,,,,,10,,,,2,,2,,,1,,,,,,19,,,,,,7,,,,,7,1,,,,,,,,,20,,,,,,,2,,,1,,,1,,,,1,,,,,,,,,,
5AHZL000.77,4/26/2018,HZL10820,2018-04-26T10:30:00Z,1,,,,,,,2,,,,1,,,,,,1,,,2,,,,,,152,,,,,,2,,,8,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,,,,,,,,,,,,,,,9,,7,,,,,1,,,,,,,
3-PIY003.27,4/27/2018,PIY11077,2018-04-27T11:00:00Z,1,1,3,2,,6,,,,,,,,,2,,,,,,,,,,,,33,6,,,,1,3,2,4,,,,,34,118,3,,,,,1,,,,1,,,,1,,,,18,1,17,3,2,,,4,,,,,,,,,1,,8,,,,,,,,,,,,,3,1,,9,,,,3,,,9,,,,,,,,,,,
3-RAP088.21,4/27/2018,RAP11079,2018-04-27T14:30:00Z,1,,,,,5,,,,,,,,,3,,,,,,,,,,3,,13,4,,,,1,3,,3,,,2,,100,74,,,,,1,,,2,,1,,,2,,,,,10,2,11,2,9,,,4,,,,1,,,,,,,4,,,,,,,,,,,,,2,,,20,3,,,3,,,2,,3,,1,,,,,,,
2AFAW000.01,4/30/2018,FAW11011,2018-04-30T10:50:00Z,1,20,,1,,,,,,,,,,19,,,,,,,,,,,1,,18,22,,,,1,6,,3,,,,,15,30,2,,,,1,,,,,1,,,1,,,,2,5,,2,7,2,,,2,,,,,,,1,,2,,4,,1,,,,,6,,,,,,,2,,1,,,,2,,,,,,,1,,,,,,,
6CBEV015.27,4/30/2018,BEV10778,2018-04-30T14:00:00Z,1,,,,,,,,,,,,,5,17,,,,,,,,,,6,1,61,,,,41,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,16,,,,5,1,,,,,,,,2,,4,,,,,,,2,,,,,,,,14,,,,,,,,,,,,
4AJKN003.18,5/1/2018,JKN11013,2018-05-01T11:10:00Z,1,,,,,5,,,,,,,,2,,,,,,,,,,,,,105,,,,,1,,,,,1,5,,,3,3,1,,,,,,,,,,,,,,,,1,,1,,4,,,3,,,5,,2,,,,2,,,,1,,,,,,11,5,,,,,2,,,,,,7,,,,1,,,,,,,,,,
6BPLL001.61,5/1/2018,PLL10839,2018-05-01T10:30:00Z,1,,,,,,,,,5,,3,,7,28,,,,,,,1,,,2,,39,,,,,,,,,,,,,3,14,,,,,,,1,,,,,,,,,,2,,,,1,4,,,7,,3,9,,,,,26,,,1,1,,,,,,11,,1,,,,,11,,,,,,1,1,31,,,,,,,,,,,,
6BPWL020.93,5/1/2018,PWL11263,2018-05-01T11:45:00Z,1,6,,1,,1,,,,2,,,,,1,,,,,,,,,,35,7,55,,6,,,1,,,,,,,1,1,4,,,,,,,4,,,,,,3,,,,1,4,,,,3,,,12,,,1,,4,,,19,2,,,,,3,,,,15,,,,,,1,,,,,,,16,,,,6,,,2,,,,,,,
6BSTC000.04,5/1/2018,STC10676,2018-05-01T12:45:00Z,1,26,,2,,1,,,,,,,,8,23,,,,,,,1,,5,3,,76,,,,,,1,4,,,,,,1,10,1,,,,,,,1,,,,,1,,,,,1,,,,5,,,10,,,5,,,,3,9,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,
1ALIP001.00,5/2/2018,LIP11057,2018-05-02T09:05:00Z,1,,,,,,,,,,1,,,,1,,,,,2,,,,,,,142,,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,34,,,,,,,,,,2,,,,
5AOTR004.21,5/2/2018,OTR10833,2018-05-02T10:40:00Z,1,,3,,,,,4,,,,55,,,,,,,,5,,2,,,1,,49,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,5,8,,,,,1,,,,,,,,,21,,,,,,,,,,,,,,
6BHAR002.41,5/2/2018,HAR10677,2018-05-02T11:30:00Z,1,,,,,1,,,,,,44,,16,34,,,,,,,,,,,,12,,,,,,,9,1,,,,,1,11,,,1,,,,,,,,,,1,,,,16,,,3,,15,,,1,,,1,,,,,10,,1,1,,1,,,,,,,4,,,,,2,,,,,,4,,2,,,,8,,,,,,,,
2-NBB006.16,5/3/2018,NBB11014,2018-05-03T10:30:00Z,1,28,2,,,6,,,2,,,1,,,10,,,1,,,,,,,5,,39,,3,,,,,,,,1,,,,1,,,,,,1,,,3,,,,,,,,,1,,,,,,,29,3,,,,,,,,,,,26,,,1,,,,,,,,,,,,,,,,10,1,,,1,,11,1,,,,,,,
4ABAC002.57,5/3/2018,BAC10845,2018-05-03T12:55:00Z,1,,,2,,10,,,,1,,,,,,,,,,,,,,,,1,87,,,,,,,8,,,,,,6,11,,,,,,,,,,,,,2,,,,,,,2,2,16,,,6,,,,,,,5,1,14,,6,,,,,,,,,4,,,1,,11,,,,,,4,,,,,,2,1,,,,,,,
4ABLS002.11,5/3/2018,BLS,2018-05-03T10:05:00Z,1,,,1,,15,,2,,,,,,,17,,,,,,,,,,2,,44,,,,,,1,,,,1,,,,23,,1,,,2,5,,,,,,,,,,,7,3,2,,1,4,,,6,1,,,,,,3,,4,,,8,24,,,1,,,,1,,,,,,,,,,,19,,,,,,5,1,,,,,,,
4ARAB006.49,5/3/2018,RAB10787,2018-05-03T11:35:00Z,1,,,3,,5,2,,,,,,,,2,4,,,,,,,,,7,,42,,,,,3,,,,,4,,,6,13,,,,1,,1,,,,1,,,,,,,2,1,,,,23,,,23,,,,,,,7,8,30,,,,4,,,,,1,,,,,,,1,,,1,,,6,,,,,,,3,,,,,,,
4ATKR009.30,5/3/2018,TKR10691,2018-05-03T12:45:00Z,1,4,,,,,,,,,,,,19,23,,,,,,,,,,5,1,63,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,13,,,,,,,13,4,,,,,,,,,,,,,,,,,3,,,,,,7,2,4,,,,,,,,1,,,,
2BXRK001.64,5/7/2018,XRK11247,2018-05-07T10:00:00Z,1,,,,,11,36,,,,,,,,1,,,,,,,,,,,,30,,,,,1,1,1,,,3,,,,9,,,,,4,1,,,,,,,4,,,,1,,2,2,,4,1,,2,,,,,1,,,11,25,,,1,4,,,,,5,,,2,1,2,,6,,,,,,1,,4,,,,1,2,,,,,,,
4AFRY006.08,5/7/2018,FRY11251,2018-05-07T14:30:00Z,1,,,,,10,5,,,,,1,,1,2,,,1,,,,,,,2,1,75,,,,,,,,,,2,,2,,1,,,,,,1,5,,,,2,,12,,,,,,1,,,,,,6,10,,,,3,,2,,3,,2,2,,,,,,1,,,,,,,,,,,,,5,,4,,,,,5,,,,,,,
4APAA000.71,5/7/2018,PAA11250,2018-05-07T12:45:00Z,1,,,,,1,,,,2,,,,2,8,,,,,,,,1,,5,1,123,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,2,,2,,,,,,,,,,14,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,
4ATRD000.04,5/7/2018,TRD10846,2018-05-07T12:55:00Z,1,5,,,,,,,1,,,,,,4,,,1,,,,,,,11,,71,,,,,1,,,,,3,,,,6,,,,,,,4,,,,,,2,,,,1,2,1,,,1,,,7,4,,,,,,,,2,,,21,,,,,,,,,,,,,,4,4,,,,45,,,,,,4,,,,,,,,
4AXWD000.65,5/7/2018,XWD11314,2018-05-07T09:40:00Z,1,,,,,21,,,,1,,,,13,,,,,,,,1,,,7,,34,,,,,5,,5,,,1,1,,3,18,3,,,,3,,1,,,,,,2,,,,,,,,,9,,,9,,,,,,,,,7,,3,6,5,,,,,,6,,,,,,3,,,1,,3,3,,,,,,1,,,,,,,,
6BRAM002.32,5/7/2018,RAM10697,2018-05-07T11:45:00Z,1,,,2,,36,1,,,,,,,1,,1,,,,,,,,,1,1,45,,,,,9,,,,,,,,,1,,1,,,,3,,2,,,,,,,,,,2,5,,,19,,,,,,1,1,,,1,1,,,,,,,,2,,,1,,,,,,,,,,,,11,1,,,,,,1,,,,,,,
4ABDA004.14,5/8/2018,BDA11290,2018-05-08T09:30:00Z,1,12,,,,,,,,,,,,11,5,,,,,,,,,,22,,72,,,3,,,,,,,,,,,3,,,,,,,,,,,,,6,,1,,8,1,,,,,,,14,,,1,,,,,1,,,,7,2,1,,,,18,,,,,,,,,,,,,17,,,,,,2,,,,,,,,
4ABNN002.17,5/8/2018,BNN10775,2018-05-08T10:30:00Z,1,,,,,3,,,,,,,,,,4,,1,,,2,1,,,1,,100,,,,,,,,,1,10,,,,,,,,3,,4,,3,,,,,,,,,,,1,3,,15,,,18,1,2,,1,,,,,,,,,3,,,6,1,7,,,,,,,,1,,,,,5,,,,,,,,1,,,,,,
4AXOL000.94,5/8/2018,XOL11252,2018-05-08T11:10:00Z,1,,,,,19,10,,,,,,,3,12,,,,,,,1,,,1,,67,,,,,,8,9,,,1,,,,,,,,,,,,2,,,,,,,,,,,16,,,,,,,,,4,,,,,,1,,15,1,,,,,,,6,,,,,,,,,,,,,,,,,,,5,,,,,,,
4AXUO000.49,5/8/2018,XUO11292,2018-05-08T13:45:00Z,1,1,,4,,1,1,,,,,,,,2,,,,,,,,,,,1,86,,,,,,,1,,,,3,,,,,,,,,,,,,,,,1,,,,1,,,2,,5,1,,22,,3,1,,4,,,,1,,14,,,,,,,,2,4,,,,,1,,,,,,32,,,,,,1,,,,1,,,,
2-RRN015.61,5/9/2018,RRN10728,2018-05-09T14:15:00Z,1,4,,,,5,,,,1,,,,5,4,,,,,,,,,,1,2,19,,3,,,,,,,1,,,,,3,,,2,,,,1,,,,2,,,,,,1,,4,,2,,,,2,,13,,,,,,5,2,,,15,1,,,,,24,,11,,,2,,,,1,,,,40,,1,,1,,5,,1,,,,,,
2-XKL000.37,5/9/2018,XKL10729,2018-05-09T10:00:00Z,1,,,,,,,,,,,,,,,,,,,,,1,,,4,1,165,,,,,2,1,,,,1,2,,,,,,,,1,,,,,,1,,5,,,,,,,,,,5,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,16,,7,,,,,,,,,,,,
3-MTL006.47,5/9/2018,MTL10814,2018-05-09T10:30:00Z,1,1,,,,,,,,,,,,,4,,1,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,3,4,,,,,,,,,,,1,,,,,,3,,,,1,,,,22,,,,,139,,,,1,,,,,,,,,,
4AMRY000.82,5/9/2018,MRY10776,2018-05-09T10:40:00Z,1,,,,,,,,1,,,,,,16,,,,,,1,,,,2,,81,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17,1,2,,,,2,1,,,2,,14,,,,26,,1,,,,,,,,5,,,,,22,,,,,,4,,3,,,,,,
4APDA000.35,5/9/2018,PDA10759,2018-05-09T09:00:00Z,1,,,,,,,,1,,1,,,,,3,,2,,2,2,,,,1,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,,8,5,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,
9-WTK000.97,5/9/2018,WTK11302,2018-05-09T11:10:00Z,1,,,4,,9,,,,,,,,,3,,,,,,,1,,,,,32,,,,,,10,,,,,,,,9,,,,,3,,,,,1,,,,,,,,,8,,2,17,,,1,,,,,1,,,,1,,15,,7,,,,,,5,,,,,,,,,7,,,45,,,1,,,,,,,,,,,
4AFSF013.80,5/10/2018,FSF10849,2018-05-10T09:30:00Z,1,,,1,,2,1,,,,,,,,11,2,,,,,,,,,1,,101,,,1,,1,,1,,,,,,,14,,,,,,,,,,,,,,,,,5,,,,1,2,,,11,,,,,,,3,8,4,,,1,6,,1,,,7,,3,,,,,5,,,,,,12,,3,,,,4,2,,,,,,,
5ANTW136.52,5/10/2018,NTW10823,2018-05-10T10:40:00Z,1,1,,,,1,,,1,,1,,,,10,,1,1,5,11,1,,,,4,,54,,3,,,,,,,2,,,,,2,,,,1,,1,,,,,1,,3,,,,3,,,,,,,,25,12,,,,,1,3,,,4,,24,,1,,1,,4,,,,,,,,3,1,,,,14,,,,,,1,,,,,,,,
