JRH_Final_Ref_Cod,DataSource,StationID,UID,Coastal,Latitude,Longitude,Sta_Desc,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,EDASOrder,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr
Int,VDEQ_BUG,2-CRT001.00,,FALSE,37.34388889,-77.07166667,"COURTHOUSE CREEK, RT. 155 BRIDGE",65,Southeastern Plains,65m,Rolling Coastal Plain,JL10,PRO,Piedmont,Queens Creek-Courthouse Creek,T,JL,Courthouse Creek-Queens Creek,208020602,James River Basin,2C,James-Lower,Charles City,36,20802060204,RL_2C_272887,III,,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2CSLM002.56,,FALSE,37.40397222,-77.14913889,Route 650,65,Southeastern Plains,65m,Rolling Coastal Plain,JL09,PRO,Piedmont,Herring Creek,T,JL,Herring Creek,208020602,James River Basin,2C,James-Lower,Charles City,36,20802060203,RL_2C_272457,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2CWRD005.82,2CWRD005.82_2016,FALSE,37.21333333,-77.08597222,0.42 miles upstream Rt. 10,65,Southeastern Plains,65m,Rolling Coastal Plain,JL12,PRO,Piedmont,Wards Creek,T,JL,Wards Creek,208020603,James River Basin,2C,James-Lower,Prince George,149,20802060301,RL_2C_258192,III,,,,,4,,15.51191829,0,43,24.7379429,8.219378621,43,0,10.92611027,1.932631758,1.345553034,10.92611027,3381.38,1129.15,133.1252687,44.45474842,
Int,VDEQ_BUG,2DAPP108.43,,FALSE,37.309,-78.366361,App R @ Bad Luck Br DS of Farmville,45,Piedmont,45f,Northern Outer Piedmont,JA09,PRO,Piedmont,Appomattox River-Bad Luck Branch,N,JA,Bad Luck Branch-Appomattox River,208020702,James River Basin,2D,Appomattox,Cumberland,49,20802070206,RL_2D_155147,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2DLTK001.56,2DLTK001.56_2017,FALSE,37.146917,-78.462639,Little Briery W of Watson Rd,45,Piedmont,45f,Northern Outer Piedmont,JA10,PRO,Piedmont,Briery Creek,N,JA,Briery Creek,208020703,James River Basin,2D,Appomattox,Prince Edward,147,20802070301,RL_2D_137798,III, ,,,,2,,2.651811982,130,199,163.4127811,12.80254285,69,0,14.96992588,3.769039318,2.112467138,14.96992588,1090.9,1089.74,42.94884209,42.90317277,
Int,VDEQ_BUG,2DRCE002.44,,FALSE,37.17955556,-78.41819444,Rice Cr @ rte 630,45,Piedmont,45f,Northern Outer Piedmont,JA11,PRO,Piedmont,Bush River-Evans Creek,N,JA,Evans Creek-Bush River,208020703,James River Basin,2D,Appomattox,Prince Edward,147,20802070302,,,,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2DSDY008.80,,FALSE,37.203318,-78.30117,upstream of Rte 612,45,Piedmont,45f,Northern Outer Piedmont,JA14,PRO,Piedmont,Bush River-Sandy River,N,JA,Sandy River,208020703,James River Basin,2D,Appomattox,Prince Edward,147,20802070305,,,,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2DXAH000.79,2DXAH000.79_2013,FALSE,37.43319444,-78.28238889,UT Big Guinea West of 639,45,Piedmont,45f,Northern Outer Piedmont,JA18,PRO,Piedmont,Big Guinea Creek,N,JA,Big Guinea Creek,208020704,James River Basin,2D,Appomattox,Cumberland,49,20802070404,RL_2D_157774,III, ,,,,2,2,1.905886992,90,151,128.1640561,12.63601308,61,0,14.33561707,3.732902411,2.301517401,14.33561707,1081.13,1085.12,42.56419621,42.72128291,
Int,VDEQ_BUG,2-EFK001.55,2-EFK001.55_2008,FALSE,37.89766667,-78.15775,1 mile upstream of Route 631,45,Piedmont,45e,Northern Inner Piedmont,JM59,PRO,Piedmont,Upper Byrd Creek,N,JM,Upper Byrd Creek,208020501,James River Basin,2B,James-Middle,Fluvanna,65,20802050101,,,,,,,1,1,0.921673456,101,147,127.2319482,9.246704708,46,0,9.570605278,3.202882756,1.559192346,9.570605278,3178.05,1060.92,125.1201463,41.76852649,
Int,VDEQ_BUG,2-FAS001.08,,FALSE,37.88400833,-79.96574722,Rt. 640 Bridge Alleghany Co.,67,Ridge and Valley,67c,Northern Sandstone Ridges,JU10,BRRO,Blue Ridge,Jackson River-Falling Spring Creek,N,JU,Falling Spring Creek-Jackson River,208020105,James River Basin,2A,James-Upper,Alleghany,5,20802010502,RL_2A_074718,VI, ,,Yes,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-FSH000.62,,FALSE,38.1345,-78.5195,Adjacent to 550 Willwood Dr.,64,Northern Piedmont,64c,Piedmont Uplands,JR08,VRO,Valley,South Fork Rivanna River,N,JR,South Fork Rivanna River,208020402,James River Basin,2B,James-Middle,Albemarle,3,20802040203,RL_2B_202211,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-GEN001.75,,FALSE,37.637878,-77.7762,Genito Cr upst of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM82,PRO,Piedmont,James River-Little River,N,JM,Little River-James River,208020506,James River Basin,2B,James-Middle,Goochland,75,20802050603,RL_2B_178300,III,PWS,Yes,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-GIM002.52,2-GIM002.52_2010,FALSE,37.87277778,-79.49916667,0.63 rm u.s. conf. w/ Sycamore Run,67,Ridge and Valley,67a,Northern Limestone/Dolomite Valleys,JU75,VRO,Valley,Kerrs Creek,N,JU,Kerrs Creek,208020203,James River Basin,2A,James-Upper,Rockbridge,163,20802020302,,,,,,,2,2,3.426554072,390,986,626.2423909,143.6083108,596,0,53.58015442,14.3510793,7.704755927,53.58015442,4405.43,999.91,173.4422196,39.36655669,
Int,VDEQ_BUG,2-GUN004.00,,FALSE,37.34611111,-77.1075,Gunns Run at Rt. 618,65,Southeastern Plains,65m,Rolling Coastal Plain,JL10,PRO,Piedmont,Queens Creek-Courthouse Creek,T,JL,Courthouse Creek-Queens Creek,208020602,James River Basin,2C,James-Lower,Charles City,36,20802060204,RL_2C_273054,VII, ,,,,,4,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-HAT000.14,,FALSE,37.75055556,-78.97777778,100 yds upstr of Rt. 655 Bridge,45,Piedmont,45e,Northern Inner Piedmont,JM23,VRO,Valley,Hat Creek,N,JM,Hat Creek,208020305,James River Basin,2B,James-Middle,Nelson,125,20802030503,RL_2B_123879,III, ,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-HAZ006.91,,FALSE,37.486653,-79.168817,Downstream of Hwy 130,45,Piedmont,45e,Northern Inner Piedmont,JM08,BRRO,Blue Ridge,Harris Creek,N,JM,Harris Creek,208020303,James River Basin,2B,James-Middle,Amherst,9,20802030302,RL_2B_113684,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-HRE000.44,,FALSE,37.34416667,-78.49083333,Horsepen Cr @ rt683 west of rt15,45,Piedmont,45e,Northern Inner Piedmont,JA05,PRO,Piedmont,Appomattox River-Ducker Creek,N,JA,Ducker Creek-Appomattox River,208020702,James River Basin,2D,Appomattox,Buckingham,29,20802070205,RL_2D_154115,III, ,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-HRP000.42,,FALSE,37.41718,-78.28001,HORSEPEN CR. AT RT. 660,45,Piedmont,45f,Northern Outer Piedmont,JA18,PRO,Piedmont,Big Guinea Creek,N,JA,Big Guinea Creek,208020704,James River Basin,2D,Appomattox,Cumberland,49,20802070404,,,,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-IVA012.13,,FALSE,37.39027778,-79.2825,Ivy Cr @ rt 662,45,Piedmont,45e,Northern Inner Piedmont,JM09,BRRO,Blue Ridge,Ivy Creek-Cheese Creek,N,JM,Cheese Creek-Ivy Creek,208020303,James River Basin,2B,James-Middle,Bedford,19,20802030303,RL_2B_111889,III,,Yes,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-IVC005.19,,FALSE,38.07472222,-78.53166667,RT. 601 BRIDGE (ALBEMARLE COUNTY),64,Northern Piedmont,64c,Piedmont Uplands,JR07,VRO,Valley,Ivy Creek-Little Ivy Creek,N,JR,Little Ivy Creek-Ivy Creek,208020402,James River Basin,2B,James-Middle,Albemarle,3,20802040202,RL_2B_201805,III, ,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JKS006.67,,FALSE,37.81055556,-79.85416667,LOW WATER BR NEAR DABNEY LANCASTER COMM.,67,Ridge and Valley,67b,Northern Shale Valleys,JU24,BRRO,Blue Ridge,Jackson River-Smith Creek,N,JU,Smith Creek-Jackson River,208020105,James River Basin,2A,James-Upper,Alleghany,5,20802010507,RL_2A_074202,IV, ,,,,,5,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JKS013.29,,FALSE,37.78055555,-79.92777778,"OFF ROUTE 696, ABOVE LOWMOOR - ALLEGHANY",67,Ridge and Valley,67c,Northern Sandstone Ridges,JU21,BRRO,Blue Ridge,Jackson River-Pounding Mill Creek,N,JU,Pounding Mill Creek-Jackson River,208020105,James River Basin,2A,James-Upper,Alleghany,5,20802010504,RL_2A_074182,IV, ,,,,,5,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JMS115.29,,FALSE,37.550012,-77.511445,STA. 1 - PONY PASTURE PARK AT FALL ZONE,65,Southeastern Plains,65m,Rolling Coastal Plain,JM86,PRO,Piedmont,James River-Little Westham Creek,N,JM,Little Westham Creek-James River,208020506,James River Basin,2B,James-Middle,Richmond City,760,20802050607,RL_2B_271214,III, ,,,,,7,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JMS345.73,,FALSE,37.77555556,-79.78083333,ROUTE 220 - 1ST BRIDGE BELOW COWPASTURE,67,Ridge and Valley,67b,Northern Shale Valleys,JU37,BRRO,Blue Ridge,James River-Big Creek,N,JU,Big Creek-James River,208020109,James River Basin,2A,James-Upper,Botetourt,23,20802010901,RL_2A_075926,IV, ,,,,,5,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JTH001.52,,FALSE,37.46833333,-79.21,Rt. 645 (Trents Ferry Road),45,Piedmont,45e,Northern Inner Piedmont,JM07,BRRO,Blue Ridge,James River-Judith Creek,N,JM,Judith Creek-James River,208020303,James River Basin,2B,James-Middle,Bedford,19,20802030301,,,,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-JTH006.53,,FALSE,37.46836,-79.262711,X of 761 & 647 just off 501 past Bnsboro,45,Piedmont,45e,Northern Inner Piedmont,JM07,BRRO,Blue Ridge,James River-Judith Creek,N,JM,Judith Creek-James River,208020303,James River Basin,2B,James-Middle,Bedford,19,20802030301,RL_2B_113069,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-LIT002.40,,FALSE,37.20805555,-78.32027778,LITTLE SANDY R. AT RT. 612,45,Piedmont,45f,Northern Outer Piedmont,JA14,PRO,Piedmont,Bush River-Sandy River,N,JA,Sandy River,208020703,James River Basin,2D,Appomattox,Prince Edward,147,20802070305,RL_2D_139099,III, ,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-LKN000.02,,FALSE,38.06263889,-78.6555,Rt. 680 bridge,64,Northern Piedmont,64c,Piedmont Uplands,JR02,VRO,Valley,Mechums River-Beaver Creek,N,JR,Beaver Creek-Mechums River,208020401,James River Basin,2B,James-Middle,Albemarle,3,20802040102,RL_2B_192468,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-LMC001.37,,FALSE,37.507656,-79.714661,Upstream of Rt. 11 nr Buchanan,67,Ridge and Valley,67f,Southern Limestone/Dolomite Valleys and Low Rolling Hills,JU55,BRRO,Blue Ridge,Looney Creek-Mill Creek,N,JU,Mill Creek-Looney Creek,208020114,James River Basin,2A,James-Upper,Botetourt,23,20802011403,RL_2A_072669,IV, ,,,,,5,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-MCM018.92,,FALSE,38.001256,-78.72757,ROUTE 692 BRIDGE,64,Northern Piedmont,64c,Piedmont Uplands,JR01,VRO,Valley,Mechums River-Stockton Creek,N,JR,Stockton Creek-Mechums River,208020401,James River Basin,2B,James-Middle,Albemarle,3,20802040101,RL_2B_192019,III, ,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-MRC002.14,,FALSE,37.90861111,-79.23613889,Downstream of Rt. 794,67,Ridge and Valley,67a,Northern Limestone/Dolomite Valleys,JU78,VRO,Valley,Upper South River,N,JU,Upper South River,208020204,James River Basin,2A,James-Upper,Rockbridge,163,20802020402,RL_2A_117418,IV,pH-6.5-9.5,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-MRY016.62,,FALSE,37.77194444,-79.38361111,Off Rt. 703 at South River,67,Ridge and Valley,67a,Northern Limestone/Dolomite Valleys,JU76,VRO,Valley,Maury River-Mill Creek,N,JU,Mill Creek-Maury River,208020203,James River Basin,2A,James-Upper,Rockbridge,163,20802020303,RL_2A_114984,IV,pH-6.5-9.5,,,,,4,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-NTR000.23,2-NTR000.23_2011,FALSE,37.6175,-77.45777778,North Run at Hilliard Road,65,Southeastern Plains,65m,Rolling Coastal Plain,JL18,PRO,Piedmont,Upham Brook,N,JL,Upham Brook,208020604,James River Basin,2C,James-Lower,Henrico,87,20802060403,RL_2C_271321,III,m,,,,3,,16.98227873,32,106,66.30088005,12.19533025,74,0,11.64220047,1.56294152,1.099848904,11.64220047,4324.34,170.2496982,,42.72679473,1085.26
Int,VDEQ_BUG,2-OTC001.54,2-OTC001.54_2015,FALSE,37.25838889,-77.39561111,OLDTOWN CREEK AT CONDUIT ROAD BRIDGE,65,Southeastern Plains,65m,Rolling Coastal Plain,JA40,PRO,Piedmont,Appomattox River-Oldtown Creek,T,JA,Oldtown Creek-Appomattox River,208020710,James River Basin,2D,Appomattox,Colonial Heights,570,20802071001,RL_2D_271042,III, ,,,,3,,12.5197872,3,70,40.84445169,13.5289154,67,0,13.45532799,1.707468242,1.478333784,13.45532799,2211.83,87.07996828,,43.59057472,1107.2
Int,VDEQ_BUG,2-PCT002.46,,FALSE,37.38069444,-77.4225,Proctors Creek at RT. 1 BRIDGE,65,Southeastern Plains,65m,Rolling Coastal Plain,JL03,PRO,Piedmont,James River-Proctors Creek,T,JL,Proctors Creek-James River,208020601,James River Basin,2C,James-Lower,Chesterfield,41,20802060103,RL_2C_270523,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-PSK006.68,,FALSE,37.491086,-77.575692,2017 ProbMon target stress site,45,Piedmont,45f,Northern Outer Piedmont,JL02,PRO,Piedmont,Falling Creek,N,JL,Falling Creek,208020601,James River Basin,2C,James-Lower,Chesterfield,41,20802060102,RL_2C_174508,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-PUM000.29,,FALSE,37.33694444,-78.52416667,Plum Cr @ rt 651 dwns of conf  w/ Harris,45,Piedmont,45e,Northern Inner Piedmont,JA05,PRO,Piedmont,Appomattox River-Ducker Creek,N,JA,Ducker Creek-Appomattox River,208020702,James River Basin,2D,Appomattox,Prince Edward,147,20802070205,RL_2D_154004,III, ,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-PWT001.40,2-PWT001.40_2016,FALSE,37.52908056,-77.51970833,Junaluska rd. @ Junaluska ctr.,65,Southeastern Plains,65m,Rolling Coastal Plain,JM86,PRO,Piedmont,James River-Little Westham Creek,N,JM,Little Westham Creek-James River,208020506,James River Basin,2B,James-Middle,Richmond City,760,20802050607,RL_2B_271177,III, ,,,,2,,10.50060673,33,117,82.07122141,20.13647399,84,0,15.6578474,2.888072011,1.98029048,15.6578474,2181.01,1091.51,85.8665818,42.97285785,
Int,VDEQ_BUG,2-RFD002.58,,FALSE,37.49222222,-77.87444444,"ROCKY FORD CREEK, Rt. 603 BRIDGE",45,Piedmont,45f,Northern Outer Piedmont,JA22,PRO,Piedmont,Rocky Ford Creek,N,JA,Rocky Ford Creek,208020706,James River Basin,2D,Appomattox,Powhatan,145,20802070602,RL_2D_170857,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-RLD000.48,,FALSE,37.60916667,-78.21166667,Reynolds Creek @ Rt. 615 Bridge,45,Piedmont,45f,Northern Outer Piedmont,JM70,PRO,Piedmont,Willis River-Trice Lake,N,JM,Trice Lake-Willis River,208020503,James River Basin,2B,James-Middle,Cumberland,49,20802050303,,,,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-RRN002.19,,FALSE,38.08777778,-78.41222222,RT. 649 BRIDGE,64,Northern Piedmont,64c,Piedmont Uplands,JR13,VRO,Valley,North Fork Rivanna River-Flannigan Branch,N,JR,Flannigan Branch-North Fork Rivanna River,208020403,James River Basin,2B,James-Middle,Albemarle,3,20802040305,RL_2B_203068,III, ,,,,,4,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-RRN010.92,,FALSE,38.16326389,-78.42461944,RT. 606 BRIDGE,64,Northern Piedmont,64c,Piedmont Uplands,JR11,VRO,Valley,North Fork Rivanna River-Jacobs Run,N,JR,Jacobs Run-North Fork Rivanna River,208020403,James River Basin,2B,James-Middle,Albemarle,3,20802040303,RL_2B_202581,III,PWS,Yes,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-RRN015.61,,FALSE,38.20416667,-78.47083333,Rivanna R at Rt. 604 Bridge,64,Northern Piedmont,64c,Piedmont Uplands,JR09,VRO,Valley,North Fork Rivanna River-Lynch River,N,JR,Lynch River-North Fork Rivanna River,208020403,James River Basin,2B,James-Middle,Albemarle,3,20802040301,RL_2B_203997,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-RVN033.65,,FALSE,38.00458333,-78.39916667,APPROXIMATELY 0.2 MI. DOWNSTREAM RT. 729,45,Piedmont,45e,Northern Inner Piedmont,JR17,VRO,Valley,Rivanna River-Carroll Creek,N,JR,Carroll Creek-Rivanna River,208020404,James River Basin,2B,James-Middle,Albemarle,3,20802040404,RL_2B_203083,III, ,,,,,4,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-SFR000.60,,FALSE,38.20166667,-78.45027778,RT. 605 BRIDGE (ALBEMARLE COUNTY),64,Northern Piedmont,64c,Piedmont Uplands,JR10,VRO,Valley,Swift Run,N,JR,Swift Run,208020403,James River Basin,2B,James-Middle,Albemarle,3,20802040302,RL_2B_203848,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-SMN002.19,,FALSE,37.46466389,-77.07877778,3/4 mile US rt. 60,65,Southeastern Plains,65m,Rolling Coastal Plain,JL23,PRO,Piedmont,Chickahominy River-Rumley Marsh,N,JL,Rumley Marsh-Chickahominy River,208020605,James River Basin,2C,James-Lower,New Kent,127,20802060505,,,,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-STW004.84,2-STW004.84_2011,FALSE,37.42569444,-78.97408333,Stonewall Cr just upstream of Rt 611,45,Piedmont,45e,Northern Inner Piedmont,JM14,BRRO,Blue Ridge,James River-Stonewall Creek,N,JM,Stonewall Creek-James River,208020304,James River Basin,2B,James-Middle,Appomattox,11,20802030402,,,,,,,3,3,7.280745774,173,275,229.0527224,17.11932288,102,0,21.98127365,5.271758999,2.957073679,21.98127365,2166.49,1077.46,85.29492795,42.41970795,
Int,VDEQ_BUG,2-TNR000.25,,FALSE,37.59888889,-78.99583333,Turner Cr @ rt 739 Boxwood Farm Rd,45,Piedmont,45e,Northern Inner Piedmont,JM29,BRRO,Blue Ridge,Buffalo River-Stonewall Creek,N,JM,Stonewall Creek-Buffalo River,208020306,James River Basin,2B,James-Middle,Amherst,9,20802030602,RL_2B_120011,III, ,,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-TPN003.59,2-TPN003.59_2013,FALSE,37.5925,-78.48083333,TURPIN CR @ RT 631,45,Piedmont,45e,Northern Inner Piedmont,JM55,PRO,Piedmont,Slate River-Joshua Creek,N,JM,Joshua Creek-Slate River,208020314,James River Basin,2B,James-Middle,Buckingham,29,20802031401,RL_2B_156336,III, ,,,,3,3,7.645170231,116,214,164.6149362,17.63395053,98,0,25.05623817,3.728642939,1.974070863,25.05623817,2170.4,85.44886504,,42.79766091,1087.06
Int,VDEQ_BUG,2-TRT001.23,,FALSE,37.7475,-78.02944444,Tarred Rat Creek at Rt. 687,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175462,III, ,,,,,,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-WLS023.10,2-WLS023.10_2011,FALSE,37.57308333,-78.26808333,Willis R 0.1 mile upstr of Buck & Game,45,Piedmont,45f,Northern Outer Piedmont,JM68,PRO,Piedmont,Willis River-Bonbrook Creek,N,JM,Bonbrook Creek-Willis River,208020503,James River Basin,2B,James-Middle,Cumberland,49,20802050301,,,,,,,5,5,180.0694979,65,339,136.6135487,31.97072482,274,0,42.83118439,3.80173087,2.489174004,42.83118439,51940.91,1055.7,2044.918821,41.56301457,
Int,VDEQ_BUG,2-WTN002.08,2-WTN002.08_2016,FALSE,37.615088,-78.552507,Walton Fork DS of Rt 658,45,Piedmont,45e,Northern Inner Piedmont,JM54,PRO,Piedmont,Walton Fork-Ripley Creek,N,JM,Ripley Creek-Walton Fork,208020313,James River Basin,2B,James-Middle,Buckingham,29,20802031304,RL_2B_156149,III, ,,,,3,,26.78692898,107,226,157.6050351,19.24175751,119,0,17.19606972,3.603495056,2.023992339,17.19606972,8789.35,1094.84,346.0375884,43.10396028,
Int,VDEQ_BUG,2-WTN002.50,,FALSE,37.61444445,-78.55472222,Walton Fork @ Rt 658,45,Piedmont,45e,Northern Inner Piedmont,JM54,PRO,Piedmont,Walton Fork-Ripley Creek,N,JM,Ripley Creek-Walton Fork,208020313,James River Basin,2B,James-Middle,Buckingham,29,20802031304,RL_2B_156149,III, ,,,,,3,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,2-XVX000.62,2-XVX000.62_2004,FALSE,37.707777,-77.98889,UT Little Lickinghole Cr 1 mi S of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175242,III, ,,,,1,1,0.278919109,69,104,87.61286682,7.130598767,35,0,13.29321861,3.873524839,2.185378958,13.29321861,1070.92,1070.92,42.16222749,42.16222749,
Int,VDEQ_BUG,2-XVX000.62,2-XVX000.62_2011,FALSE,37.707777,-77.98889,UT Little Lickinghole Cr 1 mi S of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175242,III, ,,,,1,1,0.278919109,69,104,87.61286682,7.130598767,35,0,13.29321861,3.873524839,2.185378958,13.29321861,1070.92,1070.92,42.16222749,42.16222749,
Int,VDEQ_BUG,2-XVX000.62,2-XVX000.62_2013,FALSE,37.707777,-77.98889,UT Little Lickinghole Cr 1 mi S of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175242,III, ,,,,1,1,0.278919109,69,104,87.61286682,7.130598767,35,0,13.29321861,3.873524839,2.185378958,13.29321861,1070.92,1070.92,42.16222749,42.16222749,
Int,VDEQ_BUG,2-XVX000.62,2-XVX000.62_2015,FALSE,37.707777,-77.98889,UT Little Lickinghole Cr 1 mi S of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175242,III, ,,,,1,1,0.278919109,69,104,87.61286682,7.130598767,35,0,13.29321861,3.873524839,2.185378958,13.29321861,1070.92,1070.92,42.16222749,42.16222749,
Int,VDEQ_BUG,2-XVX000.62,2-XVX000.62_2017,FALSE,37.707777,-77.98889,UT Little Lickinghole Cr 1 mi S of Rt 6,45,Piedmont,45f,Northern Outer Piedmont,JM76,PRO,Piedmont,Little Lickinghole Creek,N,JM,Little Lickinghole Creek,208020505,James River Basin,2B,James-Middle,Goochland,75,20802050502,RL_2B_175242,III, ,,,,1,1,0.278919109,69,104,87.61286682,7.130598767,35,0,13.29321861,3.873524839,2.185378958,13.29321861,1070.92,1070.92,42.16222749,42.16222749,
Int,VDEQ_BUG,3-BFL002.90,,FALSE,38.26997222,-78.20961111,Rt. # 616  (Locust Grove Church Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA29,NRO,Northern,Beautiful Run,N,RA,Beautiful Run,208010308,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030803,RL_03_206632,III,PWS,Yes,,,,2,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,3-BTL000.94,,FALSE,38.65575,-78.07413889,Rt. # 729  (Richmond Rd) - lower,64,Northern Piedmont,64c,Piedmont Uplands,RA13,NRO,Northern,Battle Run,N,RA,Battle Run,208010303,Rappahannock River Basin,3,Rappahannock,Rappahannock,157,20801030303,RL_03_212954,III,,,,,,4,,,,,,,,,,,,,,,,
Int,VDEQ_BUG,3-CAE002.46,3-CAE002.46_2015,FALSE,38.7206,-77.9092,~0.3 RM DS of Rt. 681,64,Northern Piedmont,64c,Piedmont Uplands,RA06,NRO,Northern,Carter Run,N,RA,Carter Run,208010302,Rappahannock River Basin,3,Rappahannock,Fauquier,61,20801030202,RL_03_222617,III,PWS,Yes,,,4,4,52.09870347,100,404,179.3673826,39.38638464,304,0,33.08625412,7.143777863,4.469277003,33.08625412,14641.92,1043.17,576.4538546,41.06970722,
Int,VDEQ_BUG,3-CAE012.67,3-CAE012.67_2012,FALSE,38.812,-77.873,~0.2 RM above conf. w/ Horner Run,64,Northern Piedmont,64c,Piedmont Uplands,RA06,NRO,Northern,Carter Run,N,RA,Carter Run,208010302,Rappahannock River Basin,3,Rappahannock,Fauquier,61,20801030202,,,,,,,3,3,13.61357034,124,299,193.8297313,28.74710215,175,0,25.80194283,6.620671512,4.147115681,25.80194283,4195.73,1053.05,165.1863097,41.45868381,
Int,VDEQ_BUG,3-DRN001.81,,FALSE,38.41455556,-78.21911111,Rt. # 638  (Hebron Church Rd),64,Northern Piedmont,64c,Piedmont Uplands,RA34,NRO,Northern,Robinson River-Deep Run,N,RA,Deep Run-Robinson River,208010309,Rappahannock River Basin,3,Rappahannock,Madison,113,20801030904,RL_03_210230,III,,,,,,3,,,,,,,,,,,,,,,,
